__offset_x;kk;objective;x;_objective;_source
1;3;473842;[1, 1, 2, 1, 1, 3, 3, 2, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2];473842.0;gibbs
1;3;156020;[1, 2, 1, 2, 1, 3, 1, 2, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 3, 3, 2, 2, 2, 1, 2, 2, 3, 1, 3, 3, 3, 2, 3, 3];156020.0;initial
1;3;388844;[1, 2, 2, 1, 1, 3, 3, 2, 3, 2, 1, 1, 1, 2, 3, 3, 2, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];388844.0;gibbs
1;3;189102;[1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 3, 1, 1, 3, 2, 1, 2, 1, 3, 3, 1, 3, 3, 3, 2, 3, 1, 3, 3];189102.0;gibbs
1;2;224488;[1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2];224488.0;initial
1;3;187570;[1, 1, 1, 2, 2, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3, 2, 1, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3];187570.0;gibbs
1;3;427702;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];427702.0;initial
1;3;469100;[1, 2, 2, 2, 3, 1, 1, 2, 3, 1, 1, 1, 2, 2, 2, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];469100.0;initial
1;3;157954;[1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 3, 3, 2, 1, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2];157954.0;initial
1;3;189102;[1, 1, 1, 1, 2, 3, 3, 1, 2, 3, 1, 1, 1, 2, 3, 3, 1, 1, 2, 1, 3, 2, 3, 2, 3, 2, 1, 1, 3, 1, 3, 3, 3, 3];189102.0;initial
1;3;473330;[1, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 3, 2, 3, 2, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];473330.0;initial
1;3;194490;[1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 3, 3, 2, 1, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 3, 3];194490.0;gibbs
1;3;120646;[1, 1, 2, 2, 2, 1, 3, 1, 2, 1, 1, 3, 1, 1, 3, 2, 2, 1, 2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 2];120646.0;gibbs
1;3;425766;[1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 2, 1, 2, 3, 2, 2, 3, 3, 3, 3, 2, 2, 2, 3];425766.0;initial
1;3;125634;[1, 2, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 3, 2, 3, 1, 3, 2, 1, 1, 1, 3, 2, 1, 2, 2, 2, 2, 3, 1, 3, 3];125634.0;initial
1;3;159104;[1, 2, 1, 1, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3];159104.0;initial
1;3;199612;[1, 2, 2, 3, 1, 1, 1, 2, 1, 3, 1, 1, 2, 3, 3, 3, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 3, 2, 3, 1, 3, 3];199612.0;initial
1;3;158328;[1, 1, 1, 1, 2, 3, 2, 1, 3, 2, 1, 1, 2, 2, 3, 3, 3, 1, 2, 2, 3, 1, 3, 2, 3, 3, 2, 2, 2, 2, 2, 3, 2, 3];158328.0;gibbs
1;3;508098;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2];508098.0;initial
1;3;366792;[1, 2, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 3, 3, 1, 1, 2, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2];366792.0;initial
1;3;431792;[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 3, 3, 1, 1, 3, 1, 2, 1, 2, 3, 2, 2, 1, 3, 2, 3, 3, 2, 3, 3];431792.0;gibbs
1;3;446536;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 3, 3, 1, 3, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 2];446536.0;initial
1;3;517568;[1, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];517568.0;initial
1;3;9102;[1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2, 3, 3, 2, 3, 2, 2, 2, 3, 2, 1, 3];9102.0;initial
1;3;132942;[1, 1, 2, 1, 3, 2, 3, 2, 2, 2, 1, 1, 1, 2, 2, 3, 3, 1, 3, 2, 3, 2, 3, 2, 2, 2, 2, 1, 2, 2, 3, 3, 3, 2];132942.0;initial
1;3;297944;[1, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 3, 1, 3, 2, 2, 3, 2, 2, 3, 1, 2, 3, 3, 3];297944.0;gibbs
1;2;362952;[1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2];362952.0;gibbs
1;3;517302;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2];517302.0;initial
1;3;161412;[1, 1, 2, 3, 3, 2, 1, 2, 2, 2, 1, 1, 3, 3, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 1, 2, 2, 2];161412.0;gibbs
1;3;497310;[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3];497310.0;gibbs
1;3;364102;[1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 2, 1, 2, 3, 1, 1, 2, 1, 3, 1, 3, 2, 2, 3, 2, 2, 3, 3, 3, 3, 2, 3];364102.0;gibbs
1;3;307560;[1, 1, 2, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3];307560.0;gibbs
1;3;260008;[1, 2, 2, 2, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 3, 2, 3, 3, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3];260008.0;initial
1;3;383072;[1, 1, 2, 1, 1, 1, 3, 2, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2];383072.0;gibbs
1;3;199880;[1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 3, 1, 2, 1, 1, 2, 1, 1, 3, 3, 1, 2, 1, 2, 3];199880.0;gibbs
1;3;228712;[1, 1, 2, 1, 1, 3, 1, 1, 2, 2, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3];228712.0;gibbs
1;3;501414;[1, 1, 2, 1, 1, 3, 3, 1, 2, 2, 1, 1, 1, 1, 2, 3, 3, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2];501414.0;initial
1;3;498344;[1, 2, 3, 2, 1, 1, 1, 2, 3, 3, 1, 1, 1, 2, 3, 1, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3];498344.0;gibbs
1;3;136540;[1, 1, 1, 2, 1, 3, 3, 2, 3, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3];136540.0;initial
1;3;15000;[1, 2, 1, 2, 1, 3, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 2, 1, 2, 2, 3, 1, 3, 2, 3, 2, 3, 3];15000.0;gibbs
1;3;414998;[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];414998.0;initial
1;3;147178;[1, 1, 2, 2, 1, 3, 3, 2, 2, 2, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 3, 1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 1];147178.0;initial
1;3;464112;[1, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3];464112.0;initial
1;3;9104;[1, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 3, 1, 1, 2, 2, 2, 2, 1, 3];9104.0;gibbs
1;3;146034;[1, 1, 1, 1, 1, 2, 1, 3, 3, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 3, 3, 1, 2, 2, 1, 1, 2, 2, 3];146034.0;gibbs
1;3;134490;[1, 1, 1, 2, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 2];134490.0;gibbs
1;3;488856;[1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 3, 3, 1, 1, 2, 1, 3, 1, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3];488856.0;initial
1;3;222942;[1, 1, 2, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 3, 1, 3, 2, 3, 3, 3, 1, 2, 1, 2, 3, 3, 3];222942.0;gibbs
1;3;213718;[1, 1, 1, 1, 1, 1, 2, 3, 3, 2, 1, 1, 1, 1, 3, 2, 3, 1, 2, 2, 2, 1, 2, 2, 3, 3, 3, 1, 2, 2, 1, 2, 3, 2];213718.0;gibbs
1;3;162562;[1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 3, 1, 3, 3, 3, 1, 2, 2, 3, 3, 1, 3, 2, 3];162562.0;gibbs
1;3;484998;[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 3, 3, 1, 1, 3, 1, 2, 1, 2, 3, 2, 2, 3, 2, 2, 3, 3, 2, 3, 3];484998.0;initial
1;3;-11666;[1, 2, 3, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 2, 2, 1, 2, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 1];-11666.0;gibbs
1;3;126796;[1, 2, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 3, 2, 2, 2, 2, 2, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3];126796.0;initial
1;3;145650;[1, 1, 1, 2, 3, 3, 3, 1, 1, 2, 1, 1, 2, 2, 2, 2, 3, 1, 2, 1, 3, 1, 3, 3, 3, 1, 2, 2, 3, 2, 3, 3, 1, 2];145650.0;gibbs
1;3;88338;[1, 2, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 3, 3, 2, 3, 1, 1, 2, 1, 2];88338.0;initial
1;2;291802;[1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];291802.0;initial
1;3;412194;[1, 1, 2, 2, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3];412194.0;gibbs
1;3;433336;[1, 2, 3, 3, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2];433336.0;gibbs
1;3;302560;[1, 1, 1, 1, 1, 2, 3, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3];302560.0;initial
1;3;468350;[1, 1, 2, 1, 3, 1, 3, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 2, 3, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2];468350.0;initial
1;3;396536;[1, 2, 2, 2, 1, 1, 2, 2, 3, 2, 1, 1, 1, 2, 3, 3, 1, 1, 3, 1, 2, 1, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3];396536.0;gibbs
1;3;503464;[1, 2, 2, 2, 1, 1, 1, 2, 3, 3, 1, 2, 2, 2, 3, 2, 1, 1, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];503464.0;initial
1;3;499994;[1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];499994.0;gibbs
1;3;272180;[1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3];272180.0;gibbs
1;3;136798;[1, 2, 2, 2, 3, 3, 3, 2, 2, 2, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 2, 1, 2, 3, 2, 2, 1, 2, 2, 3, 2, 2, 3, 3];136798.0;initial
1;2;241538;[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2];241538.0;gibbs
1;3;136792;[1, 2, 2, 3, 2, 2, 2, 1, 1, 2, 1, 1, 3, 3, 1, 3, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 3, 2, 3, 3, 1, 1, 1, 3];136792.0;initial
1;3;-2698;[1, 2, 1, 2, 2, 1, 1, 2, 1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 3, 2, 3, 2, 1, 2, 3];-2698.0;initial
1;3;94478;[1, 1, 2, 2, 1, 1, 1, 2, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 3, 3, 1, 2, 1, 3, 3];94478.0;initial
1;3;547564;[1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 3, 3, 2, 1, 2, 1, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3];547564.0;initial
1;3;93328;[1, 1, 2, 1, 1, 2, 2, 2, 3, 3, 1, 1, 2, 2, 2, 3, 2, 1, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 3, 3, 2, 3, 2, 3];93328.0;gibbs
1;3;466028;[1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 3, 1, 1, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3];466028.0;initial
1;3;356924;[1, 1, 1, 2, 3, 1, 1, 1, 3, 3, 1, 1, 2, 2, 2, 3, 2, 1, 3, 1, 3, 1, 3, 3, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3];356924.0;initial
1;3;192188;[1, 2, 2, 2, 2, 1, 1, 2, 2, 3, 1, 1, 1, 3, 3, 3, 1, 1, 2, 2, 3, 1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2];192188.0;gibbs
1;3;253320;[1, 1, 2, 1, 3, 3, 3, 3, 2, 3, 1, 1, 3, 1, 2, 3, 3, 1, 3, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2];253320.0;initial
1;3;56538;[1, 2, 2, 2, 3, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 3, 2, 3, 2, 3, 3];56538.0;gibbs
1;3;131804;[1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2];131804.0;gibbs
1;3;474876;[1, 2, 2, 2, 1, 1, 3, 2, 3, 2, 1, 1, 1, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3];474876.0;gibbs
1;3;299876;[1, 1, 1, 2, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 3, 1, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 1, 3, 3, 3];299876.0;gibbs
1;3;167564;[1, 1, 2, 1, 3, 3, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3, 2, 1, 2, 2, 3];167564.0;gibbs
1;3;197946;[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3];197946.0;initial
1;3;320002;[1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 2, 2, 3, 3, 2, 1, 3, 3, 3];320002.0;gibbs
1;3;348844;[1, 1, 2, 2, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3];348844.0;gibbs
1;3;127564;[1, 1, 2, 3, 1, 3, 2, 1, 2, 2, 1, 1, 3, 3, 3, 2, 2, 1, 3, 2, 2, 1, 2, 2, 2, 2, 3, 3, 3, 3, 1, 2, 3, 3];127564.0;initial
1;3;407186;[1, 2, 3, 2, 1, 1, 1, 2, 1, 3, 1, 1, 2, 2, 2, 2, 1, 1, 3, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 2, 3, 3, 3];407186.0;initial
1;3;189092;[1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 3, 1, 3, 1, 2, 2, 1, 2, 3, 1, 1, 3, 3, 2];189092.0;initial
1;3;427564;[1, 1, 2, 1, 1, 3, 1, 1, 2, 3, 1, 1, 3, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];427564.0;gibbs
1;3;225644;[1, 1, 2, 2, 1, 3, 1, 2, 3, 2, 1, 1, 2, 2, 2, 3, 3, 1, 3, 2, 3, 1, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3];225644.0;gibbs
1;3;376030;[1, 1, 2, 1, 1, 3, 3, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 3, 1, 2, 1, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];376030.0;gibbs
1;3;79868;[1, 1, 2, 3, 1, 2, 3, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3];79868.0;gibbs
1;3;481540;[1, 1, 2, 3, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];481540.0;gibbs
1;3;72184;[1, 2, 2, 1, 3, 1, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 3, 2, 2, 3, 2, 1, 2, 3];72184.0;initial
1;3;385634;[1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3];385634.0;gibbs
1;3;339096;[1, 1, 2, 1, 2, 3, 3, 1, 2, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 2, 1, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 2, 3];339096.0;gibbs
1;3;8082;[1, 1, 2, 1, 1, 2, 3, 2, 2, 3, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 3, 2];8082.0;gibbs
1;3;360006;[1, 1, 2, 1, 1, 3, 3, 1, 2, 2, 1, 1, 3, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 3, 3, 2, 3, 1, 2, 3, 2, 2, 2, 2];360006.0;initial
1;3;293346;[1, 2, 2, 2, 2, 1, 1, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2];293346.0;gibbs
1;3;408720;[1, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 3, 2, 3, 1, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3];408720.0;initial
1;3;495258;[1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 2, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3];495258.0;gibbs
1;3;255768;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 3, 2, 3, 2, 2, 3, 3, 2, 2, 3, 3, 1];255768.0;gibbs
1;3;428338;[1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 1, 1, 2, 3, 2, 1, 2, 1, 2, 1, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2];428338.0;gibbs
1;3;320386;[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];320386.0;gibbs
1;3;507562;[1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3];507562.0;gibbs
1;3;150764;[1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2];150764.0;gibbs
1;3;-25112;[1, 2, 2, 3, 3, 1, 3, 3, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 3, 3, 2, 3, 2, 1, 3, 1, 2, 1];-25112.0;initial
1;3;422190;[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2];422190.0;gibbs
1;3;321400;[1, 1, 1, 1, 2, 3, 3, 1, 3, 3, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 3, 2, 3, 3, 3, 2, 3, 3, 2, 2, 3];321400.0;gibbs
1;3;511148;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 3, 1, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2];511148.0;initial
1;3;243084;[1, 1, 2, 1, 1, 2, 2, 3, 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];243084.0;gibbs
1;3;418082;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 3, 2, 2, 2, 2, 1, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];418082.0;initial
1;3;267186;[1, 1, 1, 1, 2, 3, 3, 1, 2, 3, 1, 1, 1, 2, 1, 3, 3, 1, 2, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3];267186.0;gibbs
1;3;417570;[1, 1, 1, 1, 2, 2, 2, 1, 3, 2, 1, 1, 1, 1, 3, 3, 3, 1, 2, 1, 3, 1, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3];417570.0;initial
1;3;373722;[1, 1, 2, 3, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 3];373722.0;initial
1;3;201410;[1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 1, 2, 2, 3];201410.0;initial
1;3;266792;[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];266792.0;gibbs
1;3;39864;[1, 1, 1, 2, 1, 3, 3, 2, 1, 1, 1, 2, 2, 2, 2, 3, 1, 1, 3, 1, 1, 2, 1, 3, 3, 1, 3, 3, 2, 2, 2, 1, 3, 3];39864.0;initial
1;3;555012;[1, 2, 2, 2, 1, 1, 1, 2, 3, 3, 1, 3, 2, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3];555012.0;initial
1;3;478462;[1, 1, 1, 2, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 3, 3, 2, 1, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];478462.0;gibbs
